track_id,track_name,album_id,primary_genre,duration_ms,explicit,key_signature,time_signature,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
35UwQpJTCSa202yxmHPc1F,A Decade Of Dedication,1110,hardstyle,425270,False,C Major,4,0.685,0.941,0,-3.373,1,0.106,0.00794,0.00554,0.119,0.192,147.995
0AGg74KsGe8TP2VErUFRWU,Skip Vote,29124,happy,75279,False,G Major,4,0.818,0.905,7,-3.219,1,0.206,0.481,0.0468,0.115,0.842,160.085
7bvhxiQvWdOW59sEJaRPwv,Victim of the Grind - Live,21770,grindcore,41826,False,E Major,4,0.335,0.989,4,-5.897,1,0.215,0.191,0.31,0.493,0.0389,112.616
3rLe832ZEZfpBmkgXGSrtX,Inclusion,12887,ambient,295920,False,C Major,5,0.101,0.241,0,-17.526,1,0.0376,0.819,0.944,0.14,0.0369,90.234
5R8rMNXiq8FPT7yze8liIb,Balladen Om Lilla Elsa,32935,punk-rock,152760,False,G Major,4,0.637,0.716,7,-6.228,1,0.0284,0.064,0.0,0.354,0.789,84.593
6ARUbZi7tgcAh52qX9HpQL,Moanin' The Blues - Single Version,22556,honky-tonk,145466,False,D Major,4,0.703,0.27,2,-11.44,1,0.0353,0.89,0.0,0.243,0.845,76.143
0tyR7Bu9P086aWBFZ4QJoo,Monsters (feat. blackbear),41589,punk-rock,174067,True,C Minor,4,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532
2d3Q2OiMkU7aBKCQznnkxd,We Are Bulletproof : The Eternal,28814,piano,247620,False,A Minor,4,0.265,0.0795,9,-23.188,0,0.0509,0.992,0.933,0.0887,0.151,168.445
05K51VGmcBMeKzCB88aIOV,Vou Seguir com Fé,3231,gospel,243159,False,C Major,4,0.76,0.911,0,-8.193,1,0.0456,0.119,0.0,0.611,0.785,112.163
5SnG2g6Z8BsLFuu7Jph94C,真冬の恋人たち,31993,j-idol,284506,False,G Major,3,0.663,0.274,7,-10.031,1,0.0295,0.94,7.18e-05,0.0925,0.186,112.78
1jloWdvMh9nwHUu3mag8CL,Mad Over You,22932,dancehall,216058,False,E Minor,4,0.842,0.548,4,-5.209,0,0.0477,0.437,8.34e-05,0.109,0.811,107.044
5FvGI8KtImlEbOsvEW3pfX,The Fall,34139,edm,196021,False,C Minor,4,0.664,0.939,0,-4.699,0,0.0354,0.011,0.0142,0.167,0.285,121.979
3BY0dO3FFFjsfs7hK3p3wj,Fasting On Deception,13199,grindcore,228973,False,G#/Ab Major,4,0.249,0.971,8,-8.235,1,0.0935,4.55e-06,0.759,0.105,0.202,87.34
3stdy0xXNOgwFAB94FzVSj,Boss Bitch,25895,dance,134239,False,A#/Bb Minor,4,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.203,0.575,125.993
249e2fS064cOwvWXm4JU28,Sinta,40380,brazil,212044,False,G Major,4,0.862,0.633,7,-8.216,1,0.0753,0.0076,0.000311,0.366,0.434,131.985
4avT69vtIK1qqC8SL7eqGJ,As Muitas Águas - Ao Vivo,3547,gospel,396474,False,E Minor,4,0.405,0.522,4,-6.907,0,0.0349,0.391,0.0,0.347,0.141,144.766
43zpjvbcrFKFxqm4qpt32E,Out In Space,27737,study,127058,False,F Major,4,0.78,0.395,5,-10.114,1,0.129,0.91,0.949,0.107,0.406,170.017
0rFWuqFgHAfuzE8uSB9TWR,Live And Let Die,40584,metal,182733,False,B Major,4,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5
00pjRnbDU5A0hmYHFXlsJh,Between Two Worlds,10449,black-metal,836594,False,A#/Bb Major,4,0.127,0.715,10,-7.886,1,0.0504,1.43e-05,0.807,0.0809,0.223,95.363
4ylxKRcYu4T6eKxBhjfNYN,Until the Very End (feat. Guilherme Miranda),28679,death-metal,198396,False,D Major,4,0.403,0.903,2,-7.351,1,0.0481,3.55e-05,0.000393,0.388,0.151,179.994
3f1q6bnC82qytVpsrjMeEM,Emotion 2 Emotion,40414,chicago-house,363750,False,B Minor,4,0.748,0.843,11,-8.09,0,0.0507,0.00102,0.896,0.0569,0.286,128.014
6UtH9YECqCydglIfcEkvpD,On My Knees,4344,electro,261001,False,C#/Db Major,4,0.683,0.571,1,-7.721,1,0.0286,0.0335,0.0616,0.0957,0.29,120.044
1qJ4p0TK46dVxY4nEHDGTb,24K Magic - R3hab Remix,39173,pop,158678,False,F Minor,4,0.764,0.708,5,-5.692,0,0.21,0.146,0.0,0.33,0.566,106.175
1YcABWwgkfrOSw8VMgDWZU,My fellow creatures,8426,ambient,205493,False,E Minor,4,0.321,0.00611,4,-38.341,0,0.0362,0.995,0.908,0.09,0.0693,104.311
4vgY1sJlheWqBTDd9hXlbP,ARIADNE,32111,j-idol,242866,False,A Minor,4,0.512,0.972,9,-2.78,0,0.106,0.0357,0.0,0.424,0.322,106.54
6ql0ffq6Jvyh9OKqrJCMaP,In the Shadows,18362,acoustic,263823,False,C Minor,4,0.434,0.469,0,-7.849,0,0.0265,0.52,0.000328,0.108,0.0568,136.282
4o8n3o4YLMJeCFWlFCNsxf,好心分手,46289,cantopop,180000,False,F#/Gb Major,4,0.745,0.4,6,-7.638,1,0.0397,0.751,0.0,0.109,0.306,113.965
5kFmXWDOulujZRyFjcaBy0,Ordinary World - Live,1114,synth-pop,372120,False,C#/Db Minor,4,0.317,0.752,1,-5.149,0,0.0379,0.00208,0.000189,0.982,0.33,139.718
7hSnUKB7xmb8p7y3GFRz0s,Var är du min vän,35912,jazz,194026,False,B Major,4,0.459,0.324,11,-10.872,1,0.0283,0.777,3.95e-06,0.112,0.641,143.231
5ZCamgcqvkckdf2FdfYuth,La Llamada,20670,spanish,240205,False,D Major,4,0.623,0.488,2,-8.246,1,0.029,0.5,0.000211,0.131,0.169,114.019
4faPBCv5aMcBI4scs5PAI8,Unchained Melody,42098,honky-tonk,192160,False,C Major,4,0.427,0.172,0,-15.017,1,0.0269,0.725,0.51,0.0795,0.393,81.033
1ALSR5ZNQa1xKwYclDs6Ry,Não Sou Mais Disso / Tristeza - Ao Vivo,2519,samba,122942,False,D Minor,4,0.388,0.807,2,-6.576,0,0.0576,0.66,0.0,0.92,0.843,120.671
7kj6NvlKjf2smnnzSPxeyz,Convide Rutero - En Vivo,11974,heavy-metal,239253,False,A Major,4,0.361,0.832,9,-5.723,1,0.0713,0.0219,0.0,0.482,0.344,82.402
41N3Un7cXuEVtT8GwmheVb,"Спасибо, Великий Учитель",44778,romance,187128,False,F Major,4,0.333,0.245,5,-14.394,1,0.0392,0.949,9.64e-06,0.532,0.373,88.596
33rW1R255LIt4FrZso6rSm,Nóis é o Funk,26712,funk,393829,False,G#/Ab Minor,4,0.581,0.623,8,-1.203,0,0.0632,0.167,0.0,0.098,0.312,93.852
6LyA7ACKgmVyPfiuIwC5E0,La Máquina de Picar Carne - En Vivo,11969,heavy-metal,202678,False,G Major,4,0.263,0.955,7,-4.585,1,0.0638,0.000567,0.0034,0.491,0.287,78.918
2rabcDOcCXXHOZx2pOZZRu,Zombie,31508,rock,307440,False,G Major,4,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187
6pWqezJBW5DYCuYlLug4fC,Big Thing In The Sky,30939,new-age,396600,False,F Major,4,0.2,0.00571,5,-27.969,1,0.0386,0.961,0.825,0.0917,0.154,173.553
1c6j6uYwk6DwuqwFAzetz2,Acid For Nothing - Original Mix,16548,trance,480640,False,G Major,4,0.582,0.951,7,-7.367,1,0.0477,0.00138,0.709,0.57,0.259,146.009
5dPESKKAvImbfc8Dgn9gTA,Hagamos un chen,39573,salsa,336560,False,F Major,4,0.518,0.886,5,-10.712,1,0.05,0.358,0.0,0.131,0.893,101.129
2WwNvrW6o7z3N6yipgre6R,Amor Sem Fim,3184,pagode,219480,False,D Major,4,0.595,0.862,2,-7.196,1,0.0348,0.628,0.0,0.346,0.953,88.147
4JLeg2RgRkPg5Y4BLWwQjn,Super Gremlin,39376,hip-hop,200547,True,D Major,4,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993
2SjOYQ127lPP8Gerv1qSVh,STOOPID,8945,emo,152000,True,B Major,4,0.733,0.63,11,-4.296,1,0.395,0.13,0.0,0.162,0.833,149.991
19mjCzLuMHZ0Tyn3eI85bo,シャッター,45433,j-pop,248946,False,F Major,4,0.606,0.579,5,-5.582,1,0.033,0.512,0.0,0.381,0.661,149.988
7rvojCfj1DHGLzDWsYvXqy,Left 2 Right,42412,kids,141980,False,G#/Ab Major,4,0.918,0.905,8,-6.636,1,0.212,0.122,0.0,0.0555,0.625,130.038
27OTwxrYEXm7KowtJ8QqMN,Wonder,42668,hardstyle,222122,False,F#/Gb Major,4,0.449,0.985,6,-2.508,1,0.0613,0.00193,0.136,0.111,0.296,155.008
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,17446,rock,148485,False,C Major,4,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994
5edzZx7AiRFOUNZtyQJAGW,Nocturne in a Minor,38018,new-age,362353,False,A Minor,4,0.189,0.0343,9,-27.421,0,0.0414,0.99,0.926,0.0957,0.0416,100.968
3e4kofeIdWQEJvkms4z9MQ,Teach Me Tonight,29011,new-age,253762,False,G Major,4,0.535,0.119,7,-17.249,1,0.0418,0.965,0.868,0.0908,0.163,98.111
1CmiXotreN0ISdnfH5an5C,The Viking,18065,afrobeat,273280,False,G Major,4,0.732,0.967,7,-6.559,1,0.0514,0.332,0.882,0.0555,0.755,110.103
3SWT9eHwRgEnVTzqE6yDiA,Wildest Dream,42490,progressive-house,187510,False,C#/Db Major,4,0.545,0.839,1,-4.24,1,0.0468,0.0223,0.0,0.0714,0.276,127.987
6YycppSAeGtSvwmu8qCcr2,In Dino,21497,indian,397026,False,C Major,4,0.41,0.633,0,-6.989,1,0.0378,0.513,0.0,0.116,0.344,101.461
0ri3xd7X6jvJQTz9T6IE7l,Lake Of Fire,20866,hardstyle,236800,False,A#/Bb Minor,4,0.489,0.915,10,-2.248,0,0.084,0.0663,0.000257,0.0767,0.23,149.96
3xSCLxQ5YLyW9ae76m0sPB,歲月如歌,15412,cantopop,207851,False,D#/Eb Major,4,0.578,0.441,3,-6.738,1,0.0281,0.815,7.35e-06,0.106,0.456,139.921
0gOeNOHT5iBje2hKlAQlLX,Cajita Musical,40931,ska,329986,False,A Minor,4,0.347,0.822,9,-3.862,0,0.0426,0.000423,0.015,0.219,0.275,103.052
3FkFxMaunvWoOXr7oEM9Qj,Tippa My Tongue,29257,rock,260808,False,F Minor,4,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418
29zZmiBDLykYYTj7RN6VhV,Tennessee Orange,36613,country,223119,False,A Major,3,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031
6BQTFJufRXkze62dxHhll1,Are We There Yet?,26651,children,148081,False,D#/Eb Major,4,0.864,0.259,3,-12.584,1,0.0428,0.192,0.0,0.0935,0.829,90.027
2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,21394,funk,232773,True,A#/Bb Minor,4,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869
5zfqAcASLuuMcHCyFiGiTP,Get Low,30067,edm,204693,False,C#/Db Major,4,0.723,0.924,1,-3.518,1,0.0516,0.0332,5.63e-06,0.0496,0.527,108.009
5b8poyfGDtheykrP318hiu,Tia Anastácia - Live,25318,samba,224496,False,A Major,4,0.568,0.901,9,-5.008,1,0.0872,0.615,5.5e-05,0.592,0.702,126.164
7tY42hE5hltPOTgtvASyOM,Luna Mezzo Mare - 2001 Remastered,7700,jazz,128226,False,D Major,4,0.717,0.283,2,-8.335,1,0.0778,0.798,0.0,0.293,0.935,120.794
2vXtqPW6LBGvyJvQGNIHOR,Dogah,12743,iranian,575000,False,D Major,3,0.217,0.83,2,-10.477,1,0.373,0.726,0.481,0.36,0.0349,112.034
0yfNXxlyXdmP0ue1iJijx1,Come Undone,11074,synth-pop,256519,False,G#/Ab Major,4,0.542,0.793,8,-8.203,1,0.053,0.0423,3.95e-06,0.0814,0.708,173.931
212lB4YXq6BmFGIUwTgE8j,I Wonder - Whiney Remix,17738,drum-and-bass,260909,False,D Minor,4,0.606,0.88,2,-3.605,0,0.0396,0.0047,0.122,0.155,0.14,86.518
1eGgjotq4YzIlHCSO5TOV6,Qué te ha dado esa mujer,18177,rock-n-roll,187560,False,E Major,4,0.325,0.385,4,-14.233,1,0.0985,0.249,0.00149,0.234,0.584,87.067
35corN4vO44BQSS0VsbwwX,Rudolph The Red-Nosed Reindeer,10335,disney,154466,False,F#/Gb Major,4,0.555,0.594,6,-7.189,1,0.242,0.624,0.0,0.126,0.504,69.963
4IQdH26UaLSrIuH89WhXUA,Blodmarsch,25969,death-metal,131493,False,C#/Db Major,4,0.581,0.604,1,-11.533,1,0.0402,0.00221,0.604,0.57,0.245,100.036
1VNfpCEQ0PfyfbuE5N8alF,Feeling Good,8658,jazz,173786,False,G Minor,4,0.426,0.305,7,-10.094,0,0.0365,0.863,0.0,0.0993,0.537,82.059
3leX6DLRl06RD1effNpB0Q,The Archive,3418,black-metal,429540,False,A Minor,4,0.424,0.948,9,-6.401,0,0.096,0.0002,0.00104,0.111,0.134,136.047
18WI5LEikfhXo606KbapYf,blue,43561,chill,118153,False,F#/Gb Minor,4,0.707,0.314,6,-14.06,0,0.0377,0.646,0.0288,0.186,0.335,114.978
526mDk6dMvJqgtMpsEy8PP,White Wine In The Sun,30666,comedy,432218,False,F Major,4,0.402,0.248,5,-14.311,1,0.0326,0.886,0.0,0.685,0.188,80.065
5glmepcujdxktDp1mo6uQV,My Heart Bleeds No Longer,35165,death-metal,216000,False,C Major,4,0.133,0.884,0,-7.043,1,0.11,1.83e-05,0.153,0.333,0.238,81.486
6OuYTbCbpIvwuUC2dqcGfB,比べてもしょうがない,45912,j-dance,238724,False,F Major,4,0.563,0.792,5,-4.981,1,0.0407,0.188,0.0,0.329,0.404,142.987
3hlQG5mVjjR5MupseJXkid,Gold,15101,afrobeat,174146,False,F#/Gb Minor,4,0.479,0.719,6,-7.075,0,0.109,0.214,4.85e-05,0.166,0.699,113.017
70mBn5A0cKtwGGMTrr0IXl,Mess Around,36747,blues,160226,False,G#/Ab Major,4,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.804
3dHV3qCSzTdVHCgKxpsPiE,Tujhe Sochta Hoon - Lofi Flip,39828,indian,188087,False,C Minor,4,0.386,0.565,0,-7.754,0,0.0518,0.84,0.00112,0.64,0.189,149.23
2a9qHSjK62gyvVjg6ZnjB7,En el Bajo Flores,12200,heavy-metal,381226,False,A Major,4,0.451,0.604,9,-13.054,1,0.0388,0.000122,0.706,0.211,0.259,154.077
4x5YzxjrF9wvIIXJV7TveC,Till Forever Falls Apart,3597,electro,222926,True,D Major,4,0.346,0.501,2,-6.939,1,0.0364,0.421,0.0,0.0657,0.299,99.855
4cKmnSLAhwxaWKXQhfz5Ju,Main Titles,14503,german,111208,False,G#/Ab Major,3,0.194,0.695,8,-10.809,1,0.0578,0.176,0.893,0.12,0.481,170.684
7nnjBAQsUg0f3Gcn2lvEt0,Covered Bridges,24885,bluegrass,484573,False,D Major,4,0.376,0.701,2,-9.47,1,0.0308,0.274,0.481,0.281,0.72,154.763
2Eq2jFUlVlzdGdXAVsoDng,Jump,19360,electronic,176482,True,C Major,4,0.647,0.733,0,-3.866,1,0.0404,0.00737,3.22e-05,0.123,0.245,145.018
0b4sTnmz7wzodbY8fMkTry,"Coka, I'm Fine",45413,cantopop,110329,False,A#/Bb Major,4,0.537,0.388,10,-12.162,1,0.0306,0.0544,0.000283,0.101,0.178,110.499
0lLKhbOPqZX42EScJXHoln,In The Night-Time,18296,disco,294880,False,A#/Bb Major,4,0.598,0.621,10,-8.089,1,0.055,0.0942,2.29e-05,0.192,0.453,98.686
6kZOfRM1yZUyLGATRhPTuf,Cenote,7122,electronic,298335,False,G#/Ab Minor,4,0.563,0.902,8,-10.781,0,0.0408,0.00858,0.878,0.0756,0.0403,121.99
5kLAcA8AEzTN5kmVJ5mPXP,Savour,38206,drum-and-bass,273488,False,C#/Db Minor,4,0.61,0.706,1,-5.682,0,0.0476,0.0196,0.808,0.153,0.0825,85.999
6fw12s3vAJQAt7lbICodwC,"I Will Survive - Original 7"" Version",17728,disco,198373,False,A Minor,4,0.779,0.542,9,-15.137,0,0.0515,0.0358,0.000659,0.33,0.647,116.284
6Vejmu5dz6MMOnn2pIko9q,Forest Fires,13829,folk,210924,False,G Minor,4,0.64,0.295,7,-12.255,0,0.0299,0.701,1.08e-05,0.121,0.152,117.967
4LxEFvBcNAjqezP0IcAea8,Ich glaub es geht schon wieder los,32698,party,198653,False,A#/Bb Major,4,0.609,0.932,10,-5.288,1,0.0975,0.0356,2.29e-06,0.271,0.539,136.001
6Bm1t47oFteAWQzfNZSLPG,Sturm auf See,23714,sleep,216151,False,C Minor,3,0.0558,0.417,0,-27.588,0,0.0528,0.92,0.955,0.322,1e-05,62.679
0qxYVSNJOnsUpqnxUJMdav,Cheat Code,36716,kids,113859,False,D Major,4,0.881,0.698,2,-6.102,1,0.0539,0.172,0.0,0.104,0.311,126.996
6CgIaRVXNmpUgeVuHmA4a2,Somersault,42226,trip-hop,416933,False,C Major,3,0.28,0.386,0,-10.889,1,0.0275,0.194,0.0222,0.337,0.163,146.82
3vFP6bzYmxT2DBP9IyZr38,Rock On Bro,19033,folk,247775,False,A Minor,4,0.608,0.762,9,-4.036,0,0.062,0.0629,0.00148,0.0986,0.621,164.055
0rzLMkpMPgLmjNC3ydATdC,Pianissimo - Acoustic,4884,opera,167509,False,G Major,4,0.372,0.0651,7,-24.487,1,0.0511,0.984,0.858,0.132,0.219,64.066
3zEIs01JjvsNRtUdakjvxe,Devil With The Green Eyes,2586,power-pop,282933,False,B Minor,4,0.4,0.801,11,-6.885,0,0.0348,0.0734,0.0088,0.134,0.5,128.163
2S0cieOaexwawYtsmdnwDC,La Diferencia,15588,guitar,197373,False,C Major,4,0.575,0.466,0,-8.806,1,0.0332,0.333,0.904,0.197,0.405,167.884
4qO03RMQm88DdpTJcxlglY,Call Me,3724,power-pop,212600,False,D Minor,4,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669
0oh4eleh8uupMQS6dZNigO,"Tosca / Act 3: ""E lucevan le stelle""",25774,opera,180426,False,B Minor,4,0.231,0.207,11,-16.318,0,0.0407,0.978,0.0163,0.0889,0.0673,139.623
2stGgw6LUM5fNWWG08SudV,Pombinha Branca,6840,mpb,97133,False,A Major,3,0.771,0.178,9,-9.699,1,0.051,0.97,0.000847,0.133,0.554,112.057
0K3VVmc7YkSvlbmOX46zTw,Selected Faces,40801,club,431969,False,G Major,4,0.627,0.776,7,-8.622,1,0.0398,0.000873,0.883,0.111,0.153,126.0
23YEnL7XL30ajRk3drXIMm,Calypso,28211,latin,200346,False,C#/Db Minor,4,0.866,0.86,1,-3.087,0,0.0584,0.138,0.0,0.402,0.924,109.973
6wqMBrsXDJhwAaGi6DvJ2M,This is Halloween,38821,metalcore,185500,False,C#/Db Major,4,0.393,0.951,1,-4.733,1,0.0862,0.000296,2.74e-06,0.164,0.453,167.042
02HucklRTcDZsLGwxA6KBL,Prostitution Should Be Legal,27542,comedy,69293,True,D Major,3,0.53,0.653,2,-9.559,1,0.916,0.801,0.0,0.923,0.497,93.484
538PE369Lo5ZRf7Hn14gtK,Christmas Wish - 2000 Remaster,7543,soul,160226,False,D#/Eb Major,4,0.58,0.434,3,-11.04,1,0.0293,0.833,0.00162,0.135,0.399,78.612
7M7kfDUAgKAN50JR93mlpU,Everything,8109,drum-and-bass,345492,False,C#/Db Major,4,0.658,0.944,1,-4.337,1,0.0728,0.000411,0.902,0.0937,0.563,174.018
1B1QyU5S0rIrokfaV9Zq4a,Carry On,19242,minimal-techno,226479,False,A#/Bb Minor,4,0.801,0.571,10,-10.419,0,0.0574,0.177,0.905,0.107,0.702,119.993
1v18LHlbuTAOv8DgvSLijK,Flipher Overture,6082,trip-hop,42333,False,E Minor,4,0.567,0.739,4,-11.632,0,0.0658,0.0231,0.908,0.134,0.762,165.968
47Lfe9HFfIxi0e8XMLlDKI,Crazy Now,3740,dubstep,163478,False,F Minor,4,0.737,0.903,5,-2.278,0,0.0939,0.0077,0.745,0.0854,0.179,138.014
1b85pN99A6Mn3UU81SYUg0,Atoms,3726,ambient,183955,False,F#/Gb Minor,4,0.338,0.00384,6,-40.558,0,0.0657,0.995,0.954,0.112,0.159,68.921
07MuBzFv2Eyx5MEjW9bPIo,Benim Gibi Olmayacak - Live,35964,turkish,236501,False,D Minor,4,0.455,0.575,2,-7.867,0,0.0339,0.789,2.38e-05,0.19,0.172,109.959
3JCaq3KDSROg3TXhdiDa9n,Ley Seca,39054,reggaeton,263253,False,G#/Ab Major,4,0.759,0.842,8,-3.758,1,0.096,0.101,0.0,0.134,0.584,105.059
0KK1L215u4Jaql3UHjdt6U,Synthetic,13914,iranian,185312,False,C#/Db Major,4,0.203,0.367,1,-17.571,1,0.0353,0.105,0.851,0.132,0.0719,128.889
4pEYt2rphby3dY8a4SLSzr,Millonario De Amor,6954,r-n-b,221986,False,G Minor,3,0.633,0.575,7,-2.358,0,0.0357,0.431,0.0,0.316,0.902,154.14
3B0vDiUXETnZDEHssi6D0e,Un Viejo Amor (feat. Edith Márquez),39605,rock-n-roll,161960,False,G Major,4,0.62,0.853,7,-2.76,1,0.0407,0.215,0.0,0.177,0.825,110.009
14F02KDE2vmmogIDueRaOW,Urjotun,40604,black-metal,261213,False,C#/Db Major,4,0.316,0.908,1,-8.746,1,0.0489,8.26e-05,0.241,0.12,0.564,177.052
1RTtAXu9D8uFV5Ky0HURAz,Aku Persepsi,38966,punk-rock,147072,False,C Major,4,0.473,0.958,0,-2.121,1,0.0517,0.000206,0.0,0.379,0.709,97.028
1xMkTSgZIZAnsu6a5yqudq,The Hell You Made,10394,iranian,197434,False,B Major,4,0.415,0.972,11,-5.446,1,0.0716,0.00448,0.146,0.339,0.588,169.981
6ZedH7GdOealnGMGyWarWW,En Tu Presencia,11920,salsa,282760,False,A#/Bb Minor,4,0.708,0.925,10,-7.82,0,0.0361,0.103,4.47e-05,0.0719,0.895,93.632
1zfL8uS09HrK91GSIsmUYx,House by the Sea (DJ MNS vs Harlie & Charper Remix),17173,party,284026,False,D Major,4,0.809,0.953,2,-6.409,1,0.0413,0.00211,0.00166,0.057,0.634,128.033
3DhkQDmg8s17XR7JFW1waN,Eat Fruit Every Day,20028,kids,99310,False,A#/Bb Minor,4,0.782,0.4,10,-10.298,0,0.336,0.168,0.0,0.0832,0.362,174.036
7Ms07pLdSkZtyeSr6GYhK2,Saturate,6207,breakbeat,290800,False,A#/Bb Minor,4,0.825,0.551,10,-4.818,0,0.0685,0.0687,0.903,0.0953,0.318,133.99
23vy7EgBoe612LtuzelWhm,Unsaid (feat. Tamra Keenan),40471,chicago-house,213750,False,E Minor,4,0.619,0.863,4,-3.332,0,0.0336,0.00373,0.00612,0.223,0.197,127.944
1jxh6JFEFhEviLcNrBRJAp,Towards the Sanctuary,36085,black-metal,294578,False,G Major,3,0.0917,0.892,7,-10.731,1,0.0635,3.54e-06,0.801,0.342,0.119,86.666
7h415uWIuMv9DtP3fmbJwd,"Ай да ну да, да не",547,romance,148480,False,B Minor,4,0.341,0.638,11,-11.086,0,0.0514,0.785,1.85e-06,0.131,0.763,157.015
4fTQexolQYVsT3MEdyaRWU,Face The Nation,12932,chicago-house,305660,False,A#/Bb Minor,4,0.745,0.837,10,-7.614,0,0.0483,0.00367,0.326,0.296,0.57,129.953
0REpIQcFmrg80NLKnU2JNB,Put Your Hands Together,33380,hardstyle,195200,False,C#/Db Major,4,0.619,0.92,1,-2.759,1,0.067,0.0038,0.249,0.0924,0.1,74.986
0GZjFhNTIJpaVij8r0f2JO,Død,24668,black-metal,229120,False,F#/Gb Minor,4,0.422,0.884,6,-4.34,0,0.0379,1.11e-05,0.0,0.232,0.463,136.032
2tbnYUZqSQPSuTn2Zd0arn,Auxílio Emergencial do Rap,3837,brazil,220434,False,A#/Bb Minor,4,0.807,0.637,10,-10.415,0,0.424,0.0435,0.0,0.0653,0.846,92.178
3CIyK1V4JEJkg02E4EJnDl,Enemy (with JID) - from the series Arcane League of Legends,23893,rock,173381,False,B Minor,4,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011
6MV53J5O0XCqK0nui6paGL,Take That,6873,kids,203836,False,G#/Ab Major,4,0.792,0.56,8,-5.652,1,0.0306,0.00852,0.0,0.112,0.403,94.019
2lMXpIwaI9peCsCeYSbx4i,Major Tom (Coming Home),976,synth-pop,301373,False,E Minor,4,0.788,0.419,4,-14.318,0,0.0643,0.152,0.165,0.169,0.842,161.253
77Fs2NajDBQaOOZkYDsFLE,The Journey,37664,sleep,157000,False,A Major,4,0.165,0.0375,9,-30.391,1,0.0446,0.93,0.939,0.0855,0.0654,75.222
2SIUIahC0Ywmeo5riwyHKX,Gully Troy,28578,british,166973,False,G#/Ab Major,3,0.234,0.407,8,-14.25,1,0.0363,0.295,0.958,0.111,0.0593,85.102
2pLPUx9oQfg8L5sAEPDGBp,Fiji (Bonus Track),21519,sad,162448,True,A Major,4,0.66,0.491,9,-8.845,1,0.111,0.515,0.0,0.0932,0.338,168.959
1cXRIBsLi3bdf68PYku6mo,缺氧,46164,cantopop,211029,False,C#/Db Major,4,0.707,0.429,1,-7.716,1,0.0329,0.355,0.0,0.062,0.591,139.966
1sC6AjTfIQd4ChoZm1DNMu,Adventures In Failure,42018,industrial,345600,True,C#/Db Major,4,0.635,0.596,1,-11.41,1,0.424,0.0244,0.000283,0.118,0.831,183.204
1vzkloLLdR2LDXRwtMmq1c,Como Vez Primera,15858,alt-rock,213040,False,C Major,4,0.686,0.664,0,-7.766,1,0.0484,0.176,0.0,0.122,0.778,173.937
7uRaUVwPw9p0T6siGuIhS0,Cereyan,27168,turkish,195480,False,G Major,4,0.787,0.425,7,-13.63,1,0.182,0.0398,4.07e-05,0.12,0.261,90.024
3oiWRTSsBfP5TGtvRRAeEZ,The Way I Are,25898,dance,187787,False,D Major,4,0.462,0.659,2,-6.077,1,0.114,0.00282,0.0,0.273,0.358,186.149
0ac12GgX8LZK0VNC4N91o2,Yoku,19637,anime,168209,False,G#/Ab Major,4,0.411,0.601,8,-6.837,1,0.0665,0.268,0.000278,0.0899,0.526,87.648
6M47gaKejso9772SKTa3yH,Face Off,1538,hip-hop,219802,True,G#/Ab Major,4,0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882
1B3c9pzXEeXoKqkSrExRDG,Caruru,23020,trip-hop,210120,False,C Major,4,0.755,0.588,0,-5.48,1,0.0526,0.559,0.000117,0.305,0.513,121.064
6FRSLYzVim9n2pSsvhtZkZ,Stuck On You,23805,j-dance,176956,False,F Minor,4,0.773,0.641,5,-6.523,0,0.155,0.309,0.0,0.181,0.835,86.967
0rFD2VyCIu2ToXbkvlsKJv,La Boca Junta,21633,spanish,228866,False,B Major,4,0.662,0.834,11,-5.148,1,0.0405,0.51,0.0,0.0677,0.751,154.966
2iatXu415rxIRAQJ9dXWi5,Trains - Remastered,18187,alt-rock,360323,False,A Minor,4,0.453,0.581,9,-12.713,0,0.0336,0.0256,0.0236,0.154,0.213,174.203
6IUhPMJf4iJQ3Go1CkHDsa,Los,30923,industrial,263520,False,C Major,4,0.798,0.585,0,-7.099,1,0.0315,0.00295,0.162,0.106,0.649,124.027
